,path,emotion
144,data/emodb/wav/15a04Wa.wav,angry
145,data/emodb/wav/12b02Wb.wav,angry
146,data/emodb/wav/03b01Wc.wav,angry
147,data/emodb/wav/13a01Nb.wav,neutral
148,data/emodb/wav/12a01Nb.wav,neutral
149,data/emodb/wav/15a04Nc.wav,neutral
150,data/emodb/wav/03a02Nc.wav,neutral
151,data/emodb/wav/15b09Ta.wav,sad
152,data/emodb/wav/03b03Nb.wav,neutral
153,data/emodb/wav/12b02Na.wav,neutral
154,data/emodb/wav/11a05Fc.wav,happy
155,data/emodb/wav/08a02Wc.wav,angry
156,data/emodb/wav/08b01Wa.wav,angry
157,data/emodb/wav/16a05Ab.wav,fear
158,data/emodb/wav/08a02Na.wav,neutral
159,data/emodb/wav/16b03Fd.wav,happy
160,data/emodb/wav/11b03Td.wav,sad
161,data/emodb/wav/03b09Tc.wav,sad
162,data/emodb/wav/13a05Wa.wav,angry
163,data/emodb/wav/13a07Na.wav,neutral
164,data/emodb/wav/15b03Wb.wav,angry
165,data/emodb/wav/14b03Wb.wav,angry
166,data/emodb/wav/15a02Wb.wav,angry
167,data/emodb/wav/09a04Wa.wav,angry
168,data/emodb/wav/11a04Ac.wav,fear
169,data/emodb/wav/08a04Nc.wav,neutral
170,data/emodb/wav/11b09Na.wav,neutral
171,data/emodb/wav/14b09Td.wav,sad
172,data/emodb/wav/03b10Ab.wav,fear
173,data/emodb/wav/16b02Aa.wav,fear
174,data/emodb/wav/16a01Tb.wav,sad
175,data/emodb/wav/09a04Nb.wav,neutral
176,data/emodb/wav/10b09Wb.wav,angry
177,data/emodb/wav/13a05Nb.wav,neutral
178,data/emodb/wav/13a07Wb.wav,angry
179,data/emodb/wav/14a02Wc.wav,angry
180,data/emodb/wav/03a04Wc.wav,angry
181,data/emodb/wav/14b10Ad.wav,fear
182,data/emodb/wav/15a02Na.wav,neutral
183,data/emodb/wav/16a07Td.wav,sad
184,data/emodb/wav/09b10Aa.wav,fear
185,data/emodb/wav/08b10Aa.wav,fear
186,data/emodb/wav/14b01Wc.wav,angry
187,data/emodb/wav/15b01Wc.wav,angry
188,data/emodb/wav/03a04Nc.wav,neutral
189,data/emodb/wav/14a02Nc.wav,neutral
190,data/emodb/wav/11b10Wa.wav,angry
191,data/emodb/wav/12a05Wb.wav,angry
192,data/emodb/wav/10b10Wa.wav,angry
193,data/emodb/wav/15b01Na.wav,neutral
194,data/emodb/wav/15b03Wa.wav,angry
195,data/emodb/wav/14b01Na.wav,neutral
196,data/emodb/wav/14a02Wa.wav,angry
197,data/emodb/wav/08b03Wd.wav,angry
198,data/emodb/wav/11b10Nc.wav,neutral
199,data/emodb/wav/08b09Ab.wav,fear
200,data/emodb/wav/12b02Wd.wav,angry
201,data/emodb/wav/16a04Fa.wav,happy
202,data/emodb/wav/08b09Tb.wav,sad
203,data/emodb/wav/11b09Wa.wav,angry
204,data/emodb/wav/08a04Wc.wav,angry
205,data/emodb/wav/08b10Tc.wav,sad
206,data/emodb/wav/12a07Wa.wav,angry
207,data/emodb/wav/13a05Wc.wav,angry
208,data/emodb/wav/15b03Nb.wav,neutral
209,data/emodb/wav/15a05Fb.wav,happy
210,data/emodb/wav/14a05Fb.wav,happy
211,data/emodb/wav/13b01Fc.wav,happy
212,data/emodb/wav/13a02Fa.wav,happy
213,data/emodb/wav/14b03Ta.wav,sad
214,data/emodb/wav/15a02Ta.wav,sad
215,data/emodb/wav/03a04Ta.wav,sad
216,data/emodb/wav/08a04Tb.wav,sad
217,data/emodb/wav/16b02Wb.wav,angry
218,data/emodb/wav/03b10Nc.wav,neutral
219,data/emodb/wav/08b09Wc.wav,angry
220,data/emodb/wav/10a04Wa.wav,angry
221,data/emodb/wav/03b01Td.wav,sad
222,data/emodb/wav/12b02Ad.wav,fear
223,data/emodb/wav/10a04Nb.wav,neutral
224,data/emodb/wav/16a01Nc.wav,neutral
225,data/emodb/wav/11b01Wd.wav,angry
226,data/emodb/wav/08a07Fd.wav,happy
227,data/emodb/wav/14b01Ac.wav,fear
228,data/emodb/wav/03b09Nc.wav,neutral
229,data/emodb/wav/03a01Fa.wav,happy
230,data/emodb/wav/15a07Fa.wav,happy
231,data/emodb/wav/12a05Ab.wav,fear
232,data/emodb/wav/15b03Aa.wav,fear
233,data/emodb/wav/13a05Tc.wav,sad
234,data/emodb/wav/03b09Wa.wav,angry
235,data/emodb/wav/14a05Fa.wav,happy
236,data/emodb/wav/15a02Ac.wav,fear
237,data/emodb/wav/16b10Fb.wav,happy
238,data/emodb/wav/12a05Ta.wav,sad
239,data/emodb/wav/08b10Nc.wav,neutral
240,data/emodb/wav/08b10Wa.wav,angry
241,data/emodb/wav/13a07Tc.wav,sad
242,data/emodb/wav/09b10Wa.wav,angry
243,data/emodb/wav/14a02Tb.wav,sad
244,data/emodb/wav/03b10Wb.wav,angry
245,data/emodb/wav/08b09Nb.wav,neutral
246,data/emodb/wav/10a04Wb.wav,angry
247,data/emodb/wav/11a04Wc.wav,angry
248,data/emodb/wav/08b09Wa.wav,angry
249,data/emodb/wav/03b10Na.wav,neutral
250,data/emodb/wav/16a01Wb.wav,angry
251,data/emodb/wav/09b09Wa.wav,angry
252,data/emodb/wav/09a01Fa.wav,happy
253,data/emodb/wav/16b09Fb.wav,happy
254,data/emodb/wav/03b10Wc.wav,angry
255,data/emodb/wav/15a07Fb.wav,happy
256,data/emodb/wav/15b03Tc.wav,sad
257,data/emodb/wav/13a05Aa.wav,fear
258,data/emodb/wav/08a05Fe.wav,happy
259,data/emodb/wav/14a02Ab.wav,fear
260,data/emodb/wav/12a07Ac.wav,fear
261,data/emodb/wav/10a02Wa.wav,angry
262,data/emodb/wav/15b10Nc.wav,neutral
263,data/emodb/wav/08a02Ac.wav,fear
264,data/emodb/wav/11b03Wa.wav,angry
265,data/emodb/wav/08b01Aa.wav,fear
266,data/emodb/wav/11a02Nc.wav,neutral
267,data/emodb/wav/08a02Tb.wav,sad
268,data/emodb/wav/16a05Wb.wav,angry
269,data/emodb/wav/15b10Wa.wav,angry
270,data/emodb/wav/16a07Nb.wav,neutral
271,data/emodb/wav/03a02Ta.wav,sad
272,data/emodb/wav/15b09Nb.wav,neutral
273,data/emodb/wav/14b02Fb.wav,happy
274,data/emodb/wav/14b09Wa.wav,angry
275,data/emodb/wav/03a05Fc.wav,happy
276,data/emodb/wav/14a04Aa.wav,fear
277,data/emodb/wav/08b02Ff.wav,happy
278,data/emodb/wav/08a01Fd.wav,happy
279,data/emodb/wav/03a07Fa.wav,happy
280,data/emodb/wav/11a04Nd.wav,neutral
281,data/emodb/wav/08b03Tc.wav,sad
282,data/emodb/wav/11b03Nb.wav,neutral
283,data/emodb/wav/16a05Wc.wav,angry
284,data/emodb/wav/08a02Ab.wav,fear
285,data/emodb/wav/15b10Nb.wav,neutral
286,data/emodb/wav/16a07Wa.wav,angry
287,data/emodb/wav/14b10Nb.wav,neutral
288,data/emodb/wav/11b03Wb.wav,angry
289,data/emodb/wav/10b03Wb.wav,angry
290,data/emodb/wav/11b10Td.wav,sad
291,data/emodb/wav/11b10Ae.wav,fear
292,data/emodb/wav/09b03Ta.wav,sad
293,data/emodb/wav/13b03Fd.wav,happy
294,data/emodb/wav/09b09Nd.wav,neutral
295,data/emodb/wav/14a04Tb.wav,sad
296,data/emodb/wav/15a04Ac.wav,fear
297,data/emodb/wav/10b09Ad.wav,fear
298,data/emodb/wav/11b09Ad.wav,fear
299,data/emodb/wav/14b09Wc.wav,angry
300,data/emodb/wav/15b09Wb.wav,angry
301,data/emodb/wav/13a01Ac.wav,fear
302,data/emodb/wav/15a04Ab.wav,fear
303,data/emodb/wav/14a04Tc.wav,sad
304,data/emodb/wav/13a04Fc.wav,happy
305,data/emodb/wav/11b09Td.wav,sad
306,data/emodb/wav/15a01Fb.wav,happy
307,data/emodb/wav/03a07Fb.wav,happy
308,data/emodb/wav/03b03Tc.wav,sad
309,data/emodb/wav/14b10Wc.wav,angry
310,data/emodb/wav/11b10Ad.wav,fear
311,data/emodb/wav/14a07Fd.wav,happy
312,data/emodb/wav/10a02Na.wav,neutral
313,data/emodb/wav/09b10Nd.wav,neutral
314,data/emodb/wav/11b01Nc.wav,neutral
315,data/emodb/wav/14b03Ad.wav,fear
316,data/emodb/wav/11a02Wc.wav,angry
317,data/emodb/wav/03a04Ad.wav,fear
318,data/emodb/wav/12b10Wa.wav,angry
319,data/emodb/wav/10a05Wb.wav,angry
320,data/emodb/wav/13b10Wa.wav,angry
321,data/emodb/wav/08a05Ta.wav,sad
322,data/emodb/wav/13b10Nc.wav,neutral
323,data/emodb/wav/14a01Aa.wav,fear
324,data/emodb/wav/12b02Fb.wav,happy
325,data/emodb/wav/13b02Fb.wav,happy
